userId,movieId,rating,timestamp
1,38,3,882897146
1,32,4,884255720
1,13,3,878023759
1,24,5,876894584
1,34,3,884575755
1,12,2,880830746
1,10,3,877802425
1,40,1,880970240
1,17,3,882660260
1,37,4,875401832
1,26,4,879475006
1,29,3,883784390
1,21,3,875014258
2,1,2,880163479
2,26,4,877939943
2,23,2,884620727
2,13,3,878966390
2,37,4,878350233
2,24,4,880494400
2,38,4,880803156
2,35,2,878046043
2,7,4,875977821
2,29,2,878159671
2,39,4,877037007
2,36,3,883375106
2,5,4,881188302
2,25,3,875027249
2,28,3,877153361
2,19,5,881970228
2,2,3,878672614
2,8,2,878879206
2,4,4,880604510
2,33,3,883806959
2,21,4,884320468
2,6,4,884334093
2,3,4,878157907
2,18,4,880113832
2,11,3,876124548
2,15,3,883031376
2,14,4,876055862
2,16,2,880704861
2,34,3,878563093
2,31,2,875868861
3,37,4,878602924
3,9,5,876516340
3,13,1,877219331
3,33,3,877154907
3,12,5,880621658
3,35,4,882533565
3,17,4,878605152
3,30,4,877387640
3,23,2,877763606
3,14,2,879927839
3,32,3,883295814
3,34,5,878991850
3,8,3,877879414
3,21,3,875783952
3,18,4,875728968
4,7,4,876257740
4,6,3,884263901
4,31,5,883125343
4,20,2,881911641
4,23,4,881200553
4,22,2,879234106
4,4,4,876471209
4,37,3,875134490
4,38,4,876921235
4,21,4,880181070
4,34,3,880979918
4,11,4,884028933
4,29,3,878376327
4,12,4,880458908
4,19,3,875703142
4,27,3,879557396
4,18,5,883517756
4,10,2,881174622
4,33,3,876643431
4,14,3,883270169
4,2,4,877122641
4,32,3,876326902
4,36,3,877830086
4,39,3,877368035
4,35,5,883198458
4,8,5,876532203
4,25,3,879686129
4,24,2,879268472
4,26,3,882476225
5,7,3,883682937
5,33,3,880883802
5,22,4,877515799
5,38,3,880947629
5,32,4,877009397
5,15,3,876093641
5,8,4,883684263
5,23,5,879455152
5,10,5,878831394
5,1,4,878068774
5,6,3,883996106
5,28,5,879077803
5,39,3,876262936
5,35,4,878195412
5,12,2,883030958
5,4,1,880297109
5,36,3,878308355
5,2,4,881661709
5,31,4,876374051
5,11,5,884039977
5,27,2,877963662
5,18,3,883029752
5,37,2,878133145
5,17,3,880118928
6,33,3,876210164
6,21,2,879166066
6,32,3,879842175
6,31,4,881251416
6,18,5,884092217
6,40,3,878024334
6,30,2,879591707
6,22,3,881724739
6,10,4,880264787
6,27,4,876858247
6,2,2,876825535
6,14,3,882576366
6,3,4,877388174
6,5,1,884068124
7,38,4,884514727
7,32,4,875186571
7,17,4,879604707
7,20,3,880431432
7,14,3,874885612
7,29,3,877783762
7,26,2,876383267
7,21,4,882140178
7,12,4,884582783
7,8,2,879157849
7,23,2,877902804
7,39,5,877866748
7,19,4,882394982
7,1,4,881275016
7,28,3,881290174
7,9,3,875447447
7,37,5,881600580
7,15,2,880646069
7,24,4,875828777
7,5,4,876313987
7,25,2,880521621
7,36,3,877837414
7,2,2,876938354
7,35,5,877051569
8,4,3,874958588
8,30,3,875386727
8,26,4,881156303
8,18,3,879750370
8,33,3,877537471
8,3,5,879200527
8,23,4,880414681
8,21,2,877639685
8,32,5,883135209
8,38,3,878798171
8,6,3,881477881
8,14,3,876461474
8,16,2,875848869
8,34,4,882448802
8,13,1,877446800
8,22,4,879742929
8,39,2,882386252
8,20,3,878338044
8,7,4,879699425
8,9,3,877878398
8,17,4,880875614
8,19,3,879767661
8,12,2,878472654
8,25,4,879203298
8,31,3,877228727
8,10,3,875026283
8,11,4,880621766
8,36,5,880967958
8,28,3,878855044
9,1,2,881801087
9,29,3,875308146
9,14,4,882024791
9,9,4,876951335
9,20,4,883399756
9,35,3,880531247
9,17,4,883820596
9,40,3,877453089
9,13,2,882746330
9,10,3,881645334
9,5,3,874780429
9,28,3,883311419
9,8,1,882614058
9,4,2,876702668
9,33,3,882755302
9,12,3,881722161
9,27,4,878651544
9,32,4,883921300
9,34,2,878808001
9,6,3,877237697
9,39,3,878305704
9,25,3,880603675
9,3,3,874728838
9,19,2,881099441
10,21,5,874855079
10,13,5,878169909
10,36,4,884709836
10,29,5,880522496
10,17,4,876853969
10,24,5,883384114
10,37,2,876612864
10,14,3,880343006
10,35,5,879904844
10,5,3,875350561
10,9,4,882437888
10,20,3,880466502
10,30,2,881582935
10,12,4,875505674
11,8,3,875487954
11,14,3,877151005
11,35,3,875891994
11,22,5,879028049
11,27,4,882621629
11,2,4,884102415
11,17,4,876745128
11,21,2,884375745
11,36,3,878235802
11,28,2,878573595
11,1,3,883473403
11,34,3,881945758
11,5,2,876863380
11,16,5,882370822
11,20,3,878799657
12,27,2,874869696
12,26,3,878639890
12,23,4,876445328
12,18,4,883944441
12,28,5,879093713
12,12,4,878420878
12,4,3,882547588
12,37,4,884351643
13,5,2,882154247
13,40,4,884141459
13,35,4,883248416
13,12,5,881474015
13,19,2,884040914
13,4,4,881814802
13,36,3,884099691
13,9,3,875795437
13,37,4,879196861
13,33,4,880252880
13,6,4,877973410
13,29,4,875923271
13,22,4,884156658
13,7,3,884207501
13,2,5,880374981
13,10,2,875630940
13,21,2,875695387
13,16,4,881057752
13,17,3,879634409
14,30,4,880074893
14,1,3,882484830
14,23,2,880109511
14,11,1,882388745
14,8,2,882397929
14,24,4,879578050
14,14,3,878458452
14,18,3,881505117
14,31,2,883391759
14,5,3,875987097
14,25,4,878687874
14,4,5,879688049
14,32,3,882106640
15,35,3,883633087
15,6,4,880439341
15,34,4,884530114
15,23,4,879482043
15,12,3,877474489
15,37,3,876510179
15,5,4,878118821
15,38,4,877485258
15,8,3,875609446
15,33,3,875778508
15,9,3,881392626
15,1,3,880317022
15,2,2,880341176
15,28,3,884165180
15,36,3,883572801
15,20,3,877193166
15,40,4,881361254
15,29,2,884144944
15,22,4,880888040
15,25,4,883344527
15,13,4,876619451
15,24,4,882965343
15,39,3,876406397
15,15,3,878171248
16,17,3,878590776
16,3,3,878862073
16,16,3,881455782
16,19,5,876725793
16,12,3,882256723
16,18,3,881972325
16,37,4,878432737
16,8,4,882134827
16,38,2,882453553
16,32,4,881797631
16,10,2,875849847
16,6,3,882954021
16,27,2,876702071
16,25,3,883728124
16,34,3,882088295
16,26,3,884191848
16,40,4,880843420
16,11,4,878304714
16,9,4,884444672
16,35,4,883013982
16,22,4,883056860
16,21,4,875628654
16,20,4,874727808
16,5,3,881238751
17,23,3,878873377
17,26,3,879498946
17,9,2,881894195
17,24,2,880294111
17,21,4,878659755
17,4,4,879816070
17,39,2,876560096
17,3,5,884458054
17,6,4,876781767
17,31,5,880255204
17,33,2,878093355
17,12,3,879697193
17,34,4,879367008
17,2,4,877117694
17,25,4,882776186
17,40,4,876173632
17,15,5,881606660
18,13,3,880688871
18,11,4,877773127
18,33,5,880797851
18,5,2,876298390
18,3,3,874727101
18,12,2,876784191
18,4,3,883006778
18,37,3,883579641
18,20,4,878565443
18,38,3,880851398
18,21,3,877060476
18,6,3,875118020
18,19,2,879588668
18,24,2,881825390
18,2,4,883717757
18,39,4,883560256
18,27,3,880449186
18,40,5,876370123
18,25,3,884338002
18,35,4,881485646
18,7,4,880527923
18,32,4,877815494
18,29,4,878603757
18,18,2,877954008
18,22,5,882988987
19,15,2,875573189
19,39,4,881846158
19,6,4,877660441
19,7,4,876358808
19,9,3,877620362
19,36,4,876721973
19,24,3,881701648
19,11,4,876768119
19,35,4,877785357
19,38,4,880993056
19,19,4,874864169
19,25,4,882796047
19,5,5,883660177
19,40,3,874814462
19,29,4,878164045
19,27,3,876660382
19,33,3,876024504
19,22,1,880934360
19,20,4,876691686
19,32,3,874734635
19,2,3,882148066
19,1,4,882487290
20,30,3,878929161
20,1,3,883175806
20,23,3,881152855
20,38,5,879316337
20,7,2,883683143
20,17,3,882296756
20,32,4,875653553
20,13,5,884349787
20,25,5,883420228
21,10,3,880459836
21,34,3,880056739
21,5,3,883251993
21,29,2,877480996
21,31,3,883025842
21,13,5,876160688
21,19,2,883810956
21,21,4,883343329
21,3,4,880293052
21,38,3,877615869
21,33,3,881629030
21,6,4,877760689
21,12,3,875461893
21,32,4,884167158
21,23,3,876110362
21,25,4,876354520
22,28,4,874989210
22,19,1,878870973
22,37,3,875449093
22,26,4,876880616
22,20,4,880724780
22,27,4,884158774
22,4,3,877726890
22,10,4,883527657
22,25,2,879004575
22,38,4,882818695
22,17,4,875934589
22,14,3,882098749
22,16,3,884620124
22,31,5,879150210
22,29,4,875677005
23,12,3,883275085
23,1,5,879249118
23,10,3,882692788
23,29,3,880548155
23,6,3,881870407
23,33,4,883245120
23,17,3,879579519
23,5,3,879922292
23,35,3,875095429
23,3,3,881693999
23,22,4,876204550
24,20,3,879446513
24,9,4,878319166
24,18,4,876151002
24,33,4,875440259
24,29,4,880090060
24,37,4,875777460
24,32,5,884140643
24,24,3,877892652
24,35,5,881832548
24,13,2,882618118
24,22,3,877333841
24,31,1,878629070
24,28,3,878176427
24,2,3,875154344
24,11,5,876671301
24,15,3,878627328
24,4,5,882590376
24,19,2,879813952
24,14,3,879419979
24,39,3,881652365
25,4,2,874940820
25,35,4,874850574
25,29,2,876396681
25,24,5,883742723
25,2,4,878535872
25,31,2,876817091
25,38,5,878232871
25,7,2,881723080
25,15,2,883661914
25,36,3,882336263
25,8,3,882715367
25,26,3,879176828
25,37,4,877654151
25,40,3,878239325
25,13,3,880172870
25,11,4,874879743
25,14,4,875934060
25,21,5,883128314
25,9,3,878837176
25,28,4,882254543
26,11,3,882510013
26,17,3,879266234
26,10,3,883306492
26,31,5,882113962
26,21,3,882204038
26,1,3,878740065
26,5,5,877478017
26,20,4,880719337
26,12,3,883041860
26,28,5,882660664
26,22,3,877545557
27,13,4,875376547
27,3,3,876205166
27,26,5,880133416
27,8,4,878396376
27,31,3,883143110
27,23,3,881428766
27,12,3,878756994
27,29,3,875491216
28,29,4,880107649
28,28,4,877494568
28,7,4,884678580
28,8,4,876934172
28,2,3,884392941
28,4,5,883576998
29,27,5,877613530
29,30,3,881747613
29,37,3,874980967
29,21,3,879489893
29,4,2,880852936
29,3,4,877951824
29,18,4,884284461
29,23,3,876956883
29,22,3,882875934
29,32,3,879309352
29,24,3,877201532
29,16,4,881207951
29,33,4,884309130
29,6,4,875789009
29,2,3,884194058
29,28,4,877051669
29,12,3,876070399
29,25,2,879844999
29,34,5,882802644
29,10,3,878313343
29,14,4,882030880
29,5,4,878391585
29,9,4,882944110
29,15,4,879144463
29,26,3,879401971
29,40,5,883870062
29,36,2,879358308
29,38,3,877734513
29,39,3,877485964
30,38,3,875305923
30,21,5,878734381
30,7,3,884659181
30,8,3,878506304
30,27,5,879048056
30,26,4,880969884
30,29,3,879875062
30,16,3,876133652
30,33,3,875693404
30,31,3,875441267
30,4,5,881770512
30,17,3,884382199
30,35,4,882698280
30,15,4,881399221
30,40,3,877369199
30,30,3,880362256
30,36,2,876481998
30,9,3,883189500
30,14,3,884260925
30,24,4,881629445
30,18,5,881719522
30,12,3,876899236
30,3,4,875207642
30,23,4,880424545
30,34,3,882487334
30,32,3,879410737
30,13,4,878949500
31,14,3,876913501
31,29,4,875891768
31,23,3,882387607
31,2,4,876383543
31,13,4,877919248
31,38,4,881006326
31,36,3,874758357
31,25,5,875100680
31,21,4,876198218
31,22,4,881804843
31,17,5,877158198
31,20,4,883322014
31,37,4,881858680
31,40,3,879376719
32,4,2,875337255
32,11,3,875399580
32,30,4,875829648
32,28,4,877655705
32,16,4,877295249
32,32,3,880829278
32,40,3,874729053
32,13,3,874817393
32,38,4,881682688
32,39,5,874787413
32,36,4,880610943
32,37,3,884715826
33,21,3,879468916
33,7,5,880640750
33,23,3,879583714
33,28,3,878571442
33,38,2,882278357
33,36,4,882863384
33,32,3,884570496
33,9,5,881250644
33,20,4,880472568
33,19,4,881569080
33,5,3,881039371
33,14,3,875939056
33,15,3,882914751
33,3,1,881004041
33,22,3,875126227
33,37,3,878077349
33,6,2,881572652
34,24,4,877624653
34,26,3,876116005
34,8,2,882441822
34,6,3,877552553
34,17,3,878091650
34,1,4,877854257
34,14,4,874984931
34,13,5,881833750
34,36,4,883724069
34,16,4,881940381
34,34,4,875201201
34,15,3,880231640
34,2,3,877312667
34,28,3,883496899
34,25,5,875327080
34,4,2,881964117
34,21,4,875578376
34,20,3,882667115
34,32,5,884369237
34,38,4,878400871
34,23,5,879100668
34,7,2,879534769
34,9,4,883785080
34,27,5,880352479
34,39,3,882066614
34,22,3,879869379
35,23,4,876962837
35,35,3,876352057
35,8,3,877753120
35,16,3,884213284
35,21,3,876775447
35,1,2,880212476
35,30,5,883715896
36,14,3,880472928
36,26,4,880183174
36,16,4,883416299
36,8,5,875546464
36,24,3,877674728
36,39,3,881448286
36,36,1,879111975
36,37,3,878579805
36,11,3,877364006
36,33,4,877427453
36,34,1,878033153
36,28,3,880085633
37,31,4,881134738
37,13,3,875280831
37,21,4,879000945
37,22,5,880362939
37,25,5,875334754
37,40,4,880128279
38,29,4,875887693
38,10,4,882044308
38,11,3,875741168
38,33,3,884168132
38,12,2,876619287
38,27,4,882214101
38,7,4,883477046
38,25,4,880917063
38,35,4,881181026
38,17,4,878608066
38,37,2,881177750
38,21,3,875511470
38,1,3,877446976
38,18,3,878181538
38,8,4,876805756
38,22,2,874742479
38,14,3,884535142
38,28,4,881969058
38,9,3,880486171
39,27,4,882218485
39,3,3,882409200
39,32,3,879287096
39,14,4,881896587
39,12,4,878599011
40,27,4,883618287
40,36,4,876707376
40,32,3,883429974
40,40,3,877314699
40,39,4,878134651
40,10,4,881321057
40,3,3,876291291
40,9,4,884043488
40,16,5,875675502
41,20,3,882286351
41,18,5,882291633
41,36,4,882171203
41,32,3,880293266
41,26,3,878831073
41,8,4,874771366
41,40,4,882758996
41,38,2,881136259
41,16,2,876419053
41,19,3,883052564
41,3,3,882240174
41,1,2,882553465
41,25,2,883053380
41,14,4,878402610
41,35,4,876177643
41,11,2,882083815
41,6,3,876563981
41,21,3,880288064
41,34,5,882950664
42,4,4,875114271
42,23,3,880672847
42,31,3,877848474
42,6,2,877495471
42,14,4,881097153
42,16,3,877939597
42,30,3,884001798
42,9,3,879428656
43,30,3,877150273
43,11,4,882666524
43,17,3,884260510
43,6,4,882967424
43,7,4,884247756
43,29,3,876390356
43,23,3,877015294
43,13,3,883698676
44,8,4,876449882
44,32,4,874983952
44,22,4,876765207
44,1,3,880037742
44,7,5,877337595
44,24,4,875465607
44,4,3,881380845
44,39,2,877470054
44,5,4,876708989
44,28,2,879355403
44,37,5,881134807
44,31,5,878207231
44,34,3,882006206
44,35,3,884508483
44,3,3,882981038
44,17,3,878817153
44,15,3,880922955
44,18,2,881577779
44,20,4,883910918
44,30,4,881359806
44,13,5,875051525
44,6,2,875151021
44,27,3,876923257
44,25,2,880699104
44,21,2,875780980
44,38,5,880655278
44,2,4,880307105
44,29,4,883349105
45,22,4,881843428
45,19,3,881216860
45,6,3,881988232
45,5,3,882660916
45,36,1,876098178
45,29,5,875074942
45,26,5,877266208
45,24,4,883430771
45,38,4,880446356
45,15,3,884034611
45,13,3,878934661
45,11,3,882446624
45,14,4,876125888
45,35,5,884196956
45,8,5,884287265
45,37,2,881278924
45,3,5,881285932
45,40,3,883047981
45,9,5,877143522
45,18,3,883949466
45,1,4,883565474
45,17,2,882495387
45,27,4,883491392
45,2,5,883661144
46,39,4,875644678
46,35,4,878433687
46,27,3,880599544
46,25,5,876602755
46,6,5,876431698
46,31,2,878321021
46,21,5,877278045
46,8,3,877962081
46,33,4,878014649
46,30,4,880699070
46,18,4,880656407
46,1,2,879677520
46,29,4,881725947
46,12,2,882601702
46,28,3,880178236
46,17,2,881531307
46,24,5,882756009
46,14,4,876321560
47,18,3,876786127
47,11,5,877560466
47,14,5,877424891
47,9,4,876207282
47,5,5,883547007
47,26,4,881390613
47,38,3,882558010
47,2,4,879953358
47,39,5,879756465
47,19,5,880306621
47,23,2,881414287
47,3,4,874730068
47,36,5,877725527
48,12,3,878766040
48,30,3,876029633
48,29,3,876171220
48,22,4,879443407
48,14,3,877705193
48,4,1,879468038
48,10,4,881959382
48,2,2,876677421
48,37,4,881519828
48,20,3,882676861
48,28,3,877181969
48,25,4,876305550
48,21,3,878451890
48,5,2,877226472
48,1,2,880207456
48,31,5,875356849
48,33,5,875406157
48,17,4,881246429
48,23,3,882159486
48,26,3,882684694
48,35,4,884100967
48,39,2,883096997
48,15,5,878317827
48,13,2,884280934
48,18,2,880902975
